ResponseId,StartDate,EndDate,cpi_Direction_vision_1_The company's vision is very clear.,cpi_Direction_vision_2_I can summarize the company's vision to someone I meet.,cpi_Direction_vision_3_I feel inspired by the company's vision.,cpi_Direction_vision_4_Leaders are passionate about the company's vision.,cpi_Direction_vision_5_Leaders are guided by the company's vision.,cpi_Direction_strategy_1_I have confidence in the company's strategy.,cpi_Direction_strategy_2_I know what my company wants to achieve in the next year.,cpi_Direction_strategy_3_This company knows how to get the results it is looking for.,cpi_Direction_strategy_4_We know what our next step is for improving our capabilities.,cpi_Direction_strategy_5_Leadership effectively connects my work to the company goals.,cpi_Direction_leadership_1_I have a great deal of confidence in the leadership of this company.,cpi_Direction_leadership_2_Company leaders impact the attitude and culture of the entire company.,cpi_Direction_leadership_3_The leadership of this company is fantastic in comparison to the leadership of other organizations I've been involved with.,cpi_Direction_leadership_4_Leaders find the time to get to know the employees.,cpi_Direction_leadership_5_I have confidence in the decision making of company leaders. ,cpi_Operations_adaptability_1_We deal with the same problems again and again.*,cpi_Operations_adaptability_2_Company changes usually have a positive impact on me.,cpi_Operations_adaptability_3_People look to pass the blame when something goes wrong.*,"cpi_Operations_adaptability_4_If an issue arises, people mostly remain calm and focused.",cpi_Operations_adaptability_5_We use feedback from customers to improve our services.,cpi_Operations_performance_1_I have real time access to business i.,cpi_Operations_performance_2_My team uses performance measures (i.e. key performance indicators).,cpi_Operations_performance_3_We are recognized for our successes.,cpi_Operations_performance_4_We have a clear sense at all times whether or not we're meeting our objectives.,cpi_Operations_performance_5_We are held accountable for our performance.,cpi_Operations_systems_1_I often use 'workarounds' instead of the company's established systems.*,cpi_Operations_systems_2_It often takes too long to get the information I need.*,"cpi_Operations_systems_3_Oftentimes, I have to take care of things that shouldn't be my responsibility.*",cpi_Operations_systems_4_I know who to go to when I have concerns about our systems/processes.,cpi_Operations_systems_5_I follow the company's standardized procedures.,cpi_People_teamwork_1_Our team consistently meets our goals.,cpi_People_teamwork_2_Our work would be better if we collaborated more.,cpi_People_teamwork_3_Our skills complement each other well.,cpi_People_teamwork_4_There's a real sense that I am part of a team.,cpi_People_teamwork_5_Our company has a spirit of teamwork and cooperation.,cpi_People_talent_1_My company does a good job of hiring the right people for the right jobs.,cpi_People_talent_2_I am confident my performance affects my compensation.,cpi_People_talent_3_I get along well with my supervisor.,cpi_People_talent_4_Performance reviews are a waste of time.*,"cpi_People_talent_5_Based on my experience, the company does a great job of acclimating new employees.",cpi_People_development_1_I get helpful feedback from my supervisor on a regular basis.,cpi_People_development_2_I am consistently improving at my job.,cpi_People_development_3_People here are always willing to help me learn.,cpi_People_development_4_The company invests in employees learning new skills.,cpi_People_development_5_I have grown professionally during my time with this company.,cpi_Engagement_fit_1_My job role is always extremely clear.,cpi_Engagement_fit_2_I am very frequently overwhelmed at work.*,cpi_Engagement_fit_3_My job is a great fit for my skills and strengths.,cpi_Engagement_fit_4_I embrace the company's core values.,cpi_Engagement_fit_5_I look forward to going to work.,cpi_Engagement_customer_1_I believe in the products or services we provide.,cpi_Engagement_customer_2_I respond to customer needs as quickly as possible.,cpi_Engagement_customer_3_I build great relationships with my customers.,cpi_Engagement_customer_4_I'm disappointed if I don't meet my customers' expectations.,cpi_Engagement_customer_5_I seek feedback from customers to improve our products or services.,cpi_Engagement_climate_1_My opinions are heard and valued.,cpi_Engagement_climate_2_I am confident that leadership understands what I do.,cpi_Engagement_climate_3_I am very comfortable letting my supervisor know when I've made a mistake.,cpi_Engagement_climate_4_I trust my supervisor has my best interest in mind.,cpi_Engagement_climate_5_I feel micromanaged.*,extra_pos_positivity_1_People in my organization express genuine gratitude toward one another.,extra_pos_positivity_2_I practice mindfulness by staying in the present moment while doing my work.,extra_pos_positivity_3_People I work with generally feel optimistic about the organization's future.,extra_pos_positivity_4_People that I work with care about my happiness and well-being.,extra_pos_positivity_5_I feel inspired every day to do my best work.,"extra_sat_satisfaction_1_Taking everything into consideration, I am satisfied with my job as a whole.",extra_eff_effort_2_I am willing to put in a great deal of effort beyond what is normally expected in order to help the organization.,nps,nps_group,CPI_index,Direction,Operations,People,Engagement,Vision,Strategy,Leadership,Adaptability,Performance,Systems,Teamwork,Talent,Development,Fit,Customer,Climate,Positivity,CPI_missing,CPI_tot_sd,Direction_sd,Operations_sd,People_sd,Engagement_sd,TENURE,FUNCTION,LEVEL,LOCATION,GENERATION,GENDER
218,"Jul 10, 2020 2:38:49 PM","Jul 10, 2020 3:01:50 PM",75,75,75,50,50,25,100,50,75,75,50,100,50,25,75,0,50,0,25,25,50,100,0,100,100,75,0,0,100,100,50,50,75,100,50,25,100,100,75,25,100,75,75,50,100,100,25,75,75,50,100,100,50,100,50,0,50,100,100,100,50,75,50,0,50,75,100,6,Detractor,63.333333333333336,63.333333333333336,48.333333333333336,70,71.66666666666667,65,65,60,20,70,55,65,65,80,65,80,70,45,0,33.456541202655146,22.886885410853175,43.77975178854566,27.0581384641083,32.55032733358928,1 - 4 years,Order Process & Quality,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
220,"Jul 10, 2020 2:40:08 PM","Jul 10, 2020 3:09:41 PM",100,100,100,100,100,100,100,75,75,100,100,75,75,50,75,25,50,25,50,50,75,50,50,50,75,75,75,75,75,75,75,75,75,75,75,50,50,75,75,50,50,75,75,50,75,75,50,100,100,100,100,100,100,100,75,75,75,75,75,75,75,75,75,75,100,75,75,8,Passive,74.58333333333333,88.33333333333333,58.333333333333336,66.66666666666667,85,100,90,75,40,60,75,75,60,65,85,95,75,80,0,21.64828255874148,15.998511835554611,18.09367161139365,12.198750911856663,15.811388300841896,1 - 4 years,Sales,Team Member,"Lake Charles, LA",Generation X (born between 1966 - 1980),Male
221,"Jul 10, 2020 2:46:22 PM","Jul 10, 2020 3:17:05 PM",50,25,50,75,75,50,25,50,50,75,50,75,50,75,75,50,50,50,75,75,75,75,50,75,100,50,75,25,75,75,100,100,100,100,100,75,50,100,25,75,75,75,75,75,75,75,25,75,75,50,50,50,50,50,50,50,25,75,75,75,75,75,75,75,75,75,75,8,Passive,64.58333333333333,56.666666666666664,65,80,56.666666666666664,55,50,65,60,75,60,100,65,75,60,50,60,75,0,21.979243551260133,17.59328876372492,18.41970994032518,21.547290184283366,17.59328876372492,1 - 4 years,Finance/IT,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Male
222,"Jul 10, 2020 2:50:43 PM","Jul 10, 2020 3:03:45 PM",100,75,100,100,100,100,75,100,75,100,100,100,100,100,100,75,75,100,100,75,50,75,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,75,100,75,100,75,50,75,50,75,100,100,100,100,100,100,100,75,75,100,100,9,Promoter,91.66666666666667,95,88.33333333333333,98.33333333333333,85,95,90,100,85,80,100,100,100,95,90,70,95,90,0,18.26516097736657,10.350983390135314,15.998511835554611,6.454972243679028,18.41970994032518,1 - 4 years,Operations,Team Member,"SARNA, Canada",Generation X (born between 1966 - 1980),Male
225,"Jul 10, 2020 2:52:33 PM","Jul 10, 2020 3:07:53 PM",75,75,75,25,25,75,75,50,50,0,50,0,0,25,50,0,75,0,25,50,50,0,25,25,0,75,25,0,75,75,25,25,50,25,25,25,75,75,0,25,25,75,50,0,75,25,75,75,100,50,100,75,75,75,75,25,25,75,0,100,50,75,75,50,50,50,100,4,Detractor,44.583333333333336,43.333333333333336,33.333333333333336,38.333333333333336,63.333333333333336,55,50,25,30,20,50,30,40,45,65,80,45,60,0,30.920362459609763,29.072978781646974,30.860669992418384,26.502470684465486,31.14864515894865,9+ years,Operations,Team Member,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
226,"Jul 10, 2020 2:55:54 PM","Jul 10, 2020 3:48:42 PM",75,75,50,75,100,50,100,100,75,100,75,100,100,75,75,25,75,75,75,50,50,75,75,75,100,75,75,50,100,75,100,100,100,100,100,75,75,100,100,75,75,100,100,75,100,100,50,75,100,75,100,75,75,100,75,75,75,100,100,75,75,100,75,100,100,100,100,9,Promoter,81.66666666666667,81.66666666666667,70,91.66666666666667,83.33333333333333,75,85,85,60,75,75,100,85,90,80,85,85,90,0,20.303115360234326,17.59328876372492,19.364916731037084,12.198750911856663,15.430334996209192,Less than a year,Human Resources,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
227,"Jul 10, 2020 2:58:03 PM","Jul 10, 2020 3:17:01 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,50,50,75,75,75,50,25,50,75,50,50,75,75,75,50,50,50,75,50,50,75,50,50,25,75,75,75,75,50,50,75,75,50,75,100,100,100,100,50,75,75,50,50,75,75,75,75,50,75,75,10,Promoter,66.66666666666667,75,60,60,71.66666666666667,75,75,75,60,55,65,60,55,65,60,95,60,70,0,18.20020410170377,0,15.811388300841896,15.811388300841896,20.845234695819798,5 - 8 years,Sales,Team Member,"SARNA, Canada",Generation X (born between 1966 - 1980),Male
228,"Jul 10, 2020 2:58:17 PM","Jul 10, 2020 3:28:11 PM",25,0,0,0,25,25,50,25,0,50,25,50,50,50,25,25,25,25,25,25,50,25,0,0,0,75,75,50,75,75,25,25,25,25,0,25,0,50,50,25,25,25,25,25,75,50,75,50,75,25,50,75,50,75,50,25,25,75,25,75,25,50,25,25,50,50,50,5,Detractor,36.25,26.666666666666668,36.666666666666664,28.333333333333332,53.333333333333336,10,30,40,25,15,70,20,30,35,55,60,45,35,0,24.149166887692953,19.970215917949506,28.136571693556885,18.580583823930162,20.845234695819798,9+ years,Sales,Team Member,"SARNA, Canada",Generation X (born between 1966 - 1980),Male
229,"Jul 10, 2020 3:08:11 PM","Jul 10, 2020 3:29:36 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,50,50,75,75,75,75,75,75,75,75,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,8,Passive,72.08333333333333,75,66.66666666666667,73.33333333333333,73.33333333333333,75,75,75,60,75,65,75,75,70,70,75,75,75,0,12.130968170623634,0,12.198750911856663,6.454972243679028,6.454972243679028,5 - 8 years,Operations,Supervisor,"Beaumont, TX",Generation X (born between 1966 - 1980),Male
230,"Jul 10, 2020 3:25:21 PM","Jul 10, 2020 3:37:53 PM",75,50,50,75,50,75,75,75,50,50,75,75,50,25,75,25,50,75,75,75,50,50,50,25,50,75,25,25,50,75,75,75,75,75,50,50,75,75,50,75,50,75,75,50,75,75,50,75,50,50,75,100,100,100,100,25,50,75,75,75,50,75,75,75,75,75,100,8,Passive,62.916666666666664,61.666666666666664,51.666666666666664,66.66666666666667,71.66666666666667,60,65,60,60,45,50,70,65,65,60,95,60,70,0,20.54951772062896,15.998511835554611,19.970215917949506,12.198750911856663,22.886885410853175,9+ years,Sales,Team Member,"Beaumont, TX",Baby Boomer (born between 1946 - 1965),Female
231,"Jul 10, 2020 3:37:01 PM","Jul 10, 2020 4:38:37 PM",75,75,75,75,75,75,75,75,50,50,50,50,50,50,50,50,50,75,75,50,50,50,50,75,75,50,75,75,75,75,75,75,75,50,75,50,50,75,50,50,50,75,75,50,75,75,75,75,75,50,75,100,75,100,50,50,75,75,75,75,75,75,50,50,100,75,100,7,Passive,65.83333333333333,63.333333333333336,63.333333333333336,63.333333333333336,73.33333333333333,75,65,50,60,60,70,70,55,65,70,80,70,70,0,15.926294083497032,12.909944487358056,12.909944487358056,12.909944487358056,14.840420992616592,1 - 4 years,Supply Chain,Team Member,"Baton Rouge, LA",Generation Y (born between 1981 - 2000),Male
232,"Jul 10, 2020 3:56:58 PM","Jul 10, 2020 4:37:12 PM",75,75,75,100,75,75,75,75,75,75,75,100,75,75,75,75,50,75,75,75,75,75,75,75,75,100,50,75,75,75,100,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,50,75,75,75,100,100,75,100,100,75,75,75,75,75,75,75,75,75,75,75,75,10,Promoter,76.66666666666667,78.33333333333333,73.33333333333333,75,80,80,75,80,70,75,75,80,70,75,70,95,75,75,0,14.663609603998779,8.79664438186246,11.443442705426587,9.44911182523068,14.015297764534703,1 - 4 years,Sales,Team Member,"Lake Charles, LA",Baby Boomer (born between 1946 - 1965),Male
233,"Jul 10, 2020 4:15:12 PM","Jul 10, 2020 4:45:10 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,100,75,75,75,75,75,75,75,75,75,75,75,75,8,Passive,75.41666666666667,75,73.33333333333333,75,78.33333333333333,75,75,75,70,75,75,75,75,75,75,85,75,75,0,11.05909630293831,0,6.454972243679028,0,8.79664438186246,1 - 4 years,Sales,Team Member,"Dominquez, CA",Baby Boomer (born between 1946 - 1965),Male
234,"Jul 10, 2020 4:24:23 PM","Jul 10, 2020 4:39:50 PM",0,0,0,0,0,25,25,25,25,0,25,100,75,0,75,0,50,0,25,0,75,25,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,100,25,0,0,100,0,0,100,75,25,75,75,0,100,100,100,100,100,0,0,75,0,100,0,75,0,0,75,50,100,2,Detractor,32.5,25,21.666666666666668,21.666666666666668,61.666666666666664,0,20,55,15,20,30,0,25,40,50,100,35,30,0,40.01315638343473,32.732683535398856,32.55032733358928,41.04295078967653,43.16358694658309,9+ years,Sales,Team Member,"Baton Rouge, LA",Generation X (born between 1966 - 1980),Female
235,"Jul 10, 2020 4:34:03 PM","Jul 10, 2020 4:47:21 PM",75,75,50,75,75,50,75,75,50,50,25,75,25,75,50,0,50,0,25,25,25,25,25,50,25,50,25,25,75,75,75,75,50,0,25,25,50,100,0,0,25,50,75,0,75,75,50,75,50,75,75,75,75,75,50,25,75,100,75,100,0,50,25,25,50,75,75,4,Detractor,51.25,60,33.333333333333336,41.666666666666664,70,70,60,50,20,30,50,45,35,45,65,70,75,30,0,28.085189081018346,18.41970994032518,22.493385271060934,33.62963545672746,19.364916731037084,9+ years,Sales,Supervisor,"SARNA, Canada",Generation X (born between 1966 - 1980),Female
236,"Jul 10, 2020 4:32:48 PM","Jul 10, 2020 4:50:01 PM",50,75,50,75,75,50,50,50,75,100,100,100,100,100,100,50,50,50,75,100,75,75,100,75,50,50,50,50,75,75,50,75,75,75,75,50,75,100,75,50,75,75,75,100,100,50,50,75,75,100,75,50,50,100,100,100,75,75,100,75,50,75,50,75,75,50,100,9,Promoter,73.75,76.66666666666667,66.66666666666667,75,76.66666666666667,65,65,100,65,75,60,70,70,85,70,75,85,65,0,21.090198829012415,22.09287754221342,18.09367161139365,16.366341767699428,19.970215917949506,1 - 4 years,Supply Chain,Team Member,"Golden, CO",Generation Y (born between 1981 - 2000),Female
239,"Jul 10, 2020 6:11:11 PM","Jul 10, 2020 6:56:32 PM",50,50,50,50,50,25,75,75,50,50,50,75,50,50,50,0,50,50,75,50,100,50,50,75,75,50,25,25,25,75,100,100,75,100,50,50,100,100,75,50,50,75,75,50,100,75,25,75,75,75,75,100,100,100,100,50,50,75,75,75,75,75,50,75,50,75,100,8,Passive,64.16666666666667,53.333333333333336,51.666666666666664,76.66666666666667,75,50,55,55,45,70,40,85,75,70,65,95,65,65,0,24.631475729791322,12.909944487358056,25.81988897471611,22.09287754221342,21.128856368212915,9+ years,Operations,Management,"Ferndale, WA",Baby Boomer (born between 1946 - 1965),Male
240,"Jul 10, 2020 7:42:28 PM","Jul 10, 2020 7:54:19 PM",75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,9,Promoter,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,9.525009525014287,0,0,0,0,Less than a year,Supply Chain,Team Member,"Beaumont, TX",Generation Y (born between 1981 - 2000),Male
242,"Jul 10, 2020 9:51:05 PM","Jul 10, 2020 10:11:48 PM",25,0,0,0,0,50,0,50,50,0,0,75,50,50,0,25,50,25,25,50,0,0,50,50,0,50,25,0,25,75,50,50,75,25,50,0,0,75,100,50,25,75,75,0,50,50,75,100,75,75,75,75,75,100,100,0,50,75,0,100,25,50,25,50,75,75,75,5,Detractor,42.083333333333336,23.333333333333332,30,46.666666666666664,68.33333333333333,5,30,35,35,20,35,50,45,45,75,85,45,45,0,32.91992910018698,27.494588212089685,23.528098702858006,31.14864515894865,31.997023671109222,1 - 4 years,Operations,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Male
243,"Jul 10, 2020 9:53:06 PM","Jul 10, 2020 10:13:24 PM",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,25,50,100,0,0,75,0,0,0,0,50,100,100,0,100,0,0,0,0,0,0,50,50,50,0,25,50,0,0,50,50,0,50,0,0,25,75,75,75,75,0,0,0,0,50,0,50,0,0,0,0,75,1,Detractor,35,50,40,18.333333333333332,31.666666666666668,50,50,50,35,15,70,0,30,25,20,65,10,10,0,31.41609745449341,0,44.11834733337788,24.028752618081374,33.363081963380395,Less than a year,Human Resources,Management,"Houston, TX",Generation X (born between 1966 - 1980),Female
244,"Jul 11, 2020 4:10:48 AM","Jul 11, 2020 9:32:04 AM",75,75,75,50,50,50,75,50,25,75,25,75,25,50,25,25,50,50,25,75,50,50,75,50,50,75,75,25,50,75,25,25,25,25,25,50,75,50,50,25,0,75,50,0,100,75,50,75,75,50,75,100,100,100,100,25,50,75,50,100,50,50,25,50,50,50,100,4,Detractor,55,53.333333333333336,53.333333333333336,40,73.33333333333333,65,55,40,45,55,60,25,50,45,65,95,60,45,0,26.075618181823643,20.845234695819798,18.580583823930162,28.030595529069405,24.028752618081374,1 - 4 years,Sales,Team Member,"Ferndale, WA",Generation Y (born between 1981 - 2000),Male
245,"Jul 11, 2020 11:00:10 PM","Jul 11, 2020 11:20:34 PM",75,75,75,75,75,75,50,75,50,50,50,75,50,50,75,25,50,50,50,75,75,75,75,50,75,75,25,25,75,75,75,75,75,75,75,50,75,75,50,75,75,50,75,50,75,75,50,75,75,75,75,75,75,75,75,50,75,75,75,50,75,75,75,75,75,75,75,7,Passive,65.41666666666667,65,58.333333333333336,68.33333333333333,70,75,60,60,50,70,55,75,65,65,70,75,65,75,0,16.6077712373137,12.677313820927749,20.412414523193153,11.443442705426587,10.350983390135314,5 - 8 years,Operations,Supervisor,"Houston, TX",Generation X (born between 1966 - 1980),Female
248,"Jul 13, 2020 2:19:34 AM","Jul 13, 2020 3:28:25 AM",75,75,75,75,50,50,75,50,50,75,50,100,50,75,75,0,50,50,75,100,50,25,50,75,50,50,25,0,75,75,50,75,75,75,50,75,50,50,75,75,25,100,50,50,100,25,25,50,50,50,75,75,75,50,50,50,50,75,50,25,50,75,50,75,75,50,75,7,Passive,58.333333333333336,66.66666666666667,50,65,51.666666666666664,70,60,70,55,50,45,65,65,65,40,65,50,65,0,22.78956750054162,15.430334996209192,28.34733547569204,20.701966780270627,17.59328876372492,1 - 4 years,Supply Chain,Team Member,Belgium,Generation Y (born between 1981 - 2000),Male
249,"Jul 13, 2020 2:33:12 AM","Jul 13, 2020 2:50:36 AM",75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,25,50,50,75,75,75,75,50,75,75,25,25,25,75,75,75,75,75,75,50,50,75,75,75,50,75,75,50,50,75,50,50,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,8,Passive,66.66666666666667,73.33333333333333,56.666666666666664,66.66666666666667,70,75,75,70,55,70,45,70,65,65,65,70,75,75,0,17.03713070872844,6.454972243679028,22.09287754221342,12.198750911856663,10.350983390135314,5 - 8 years,Sales,Team Member,Singapore,Generation Y (born between 1981 - 2000),Female
250,"Jul 13, 2020 7:39:01 AM","Jul 13, 2020 7:55:30 AM",100,100,100,100,100,75,100,75,75,75,75,75,75,50,75,75,75,25,75,75,75,50,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,100,75,75,100,100,100,100,100,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,100,75,100,8,Passive,77.5,83.33333333333333,68.33333333333333,85,73.33333333333333,100,80,70,65,70,70,75,80,100,70,75,75,85,0,17.19434476225479,15.430334996209192,14.840420992616592,12.677313820927749,6.454972243679028,5 - 8 years,Sales,Team Member,"Boothwyn, PA",Generation Y (born between 1981 - 2000),Male
251,"Jul 13, 2020 7:57:55 AM","Jul 13, 2020 8:11:49 AM",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,25,100,100,100,100,100,100,75,75,75,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,Promoter,93.75,100,76.66666666666667,98.33333333333333,100,100,100,100,45,100,85,100,95,100,100,100,100,100,0,23.757157136399883,0,37.161167647860324,6.454972243679028,0,1 - 4 years,CI & Maintenance,Team Member,"Houston, TX",Generation Y (born between 1981 - 2000),Female
252,"Jul 13, 2020 8:07:41 AM","Jul 13, 2020 8:49:35 AM",100,75,100,100,100,100,100,75,75,75,75,75,75,75,75,25,75,50,75,75,75,75,75,75,75,50,50,75,75,75,75,100,100,100,100,75,100,100,75,50,100,75,100,100,100,75,50,100,75,100,100,100,100,100,100,100,100,100,100,75,75,75,100,75,75,100,100,10,Promoter,83.33333333333333,85,66.66666666666667,90,91.66666666666667,95,85,75,60,75,65,95,80,95,80,100,95,80,0,20.311415916824043,12.677313820927749,15.430334996209192,15.811388300841896,15.430334996209192,1 - 4 years,Sales,Team Member,"Boothwyn, PA",Baby Boomer (born between 1946 - 1965),Male
254,"Jul 13, 2020 10:57:45 AM","Jul 13, 2020 11:42:30 AM",100,100,75,100,100,100,75,75,100,75,100,75,75,75,100,25,75,50,75,75,75,75,75,50,75,50,75,50,75,75,75,75,75,75,75,50,100,100,75,75,100,75,75,50,75,75,25,100,100,100,75,100,100,100,100,75,75,100,100,100,75,75,75,75,75,100,100,10,Promoter,79.58333333333333,88.33333333333333,65,76.66666666666667,88.33333333333333,95,85,85,60,70,65,75,80,75,80,95,90,75,0,20.978496773712322,12.909944487358056,15.811388300841896,14.840420992616592,20.845234695819798,9+ years,Order Process & Quality,Supervisor,"Houston, TX",Generation X (born between 1966 - 1980),Male
255,"Jul 13, 2020 11:32:55 AM","Jul 13, 2020 12:06:18 PM",75,75,75,75,75,75,75,50,75,75,75,75,50,50,75,25,75,25,50,50,75,100,75,75,75,75,75,25,25,100,75,100,100,100,75,25,75,100,100,25,75,75,75,75,75,75,25,100,100,75,100,100,100,100,100,75,75,75,75,100,75,75,50,75,75,100,100,8,Passive,73.33333333333333,70,61.666666666666664,76.66666666666667,85,75,70,65,45,80,60,90,65,75,75,100,80,70,0,23.99602861945798,10.350983390135314,26.502470684465486,24.028752618081374,20.701966780270627,5 - 8 years,Order Process & Quality,Management,"Houston, TX",Baby Boomer (born between 1946 - 1965),Male
256,"Jul 13, 2020 12:12:14 PM","Jul 13, 2020 12:20:23 PM",75,75,75,75,75,75,75,50,50,50,50,75,50,50,50,25,25,25,25,50,75,50,50,75,50,75,25,25,75,75,75,75,75,75,75,50,50,75,50,50,50,75,75,50,75,75,50,50,75,50,75,75,75,75,75,50,50,75,50,25,50,75,50,50,50,50,75,7,Passive,59.583333333333336,63.333333333333336,48.333333333333336,65,61.666666666666664,75,60,55,30,60,55,75,55,65,60,75,50,55,0,18.60173448626569,12.909944487358056,22.09287754221342,12.677313820927749,15.998511835554611,1 - 4 years,Sales,Team Member,"Salt Lake City, UT",Generation Y (born between 1981 - 2000),Female
260,"Jul 13, 2020 1:43:01 PM","Jul 13, 2020 2:00:55 PM",50,50,50,50,50,75,75,75,75,75,75,75,75,50,75,50,50,25,50,50,50,50,50,50,50,75,50,0,75,100,75,50,75,75,75,50,100,100,0,75,50,75,50,75,75,50,50,75,100,100,75,100,100,75,75,50,75,100,50,50,50,75,50,50,75,75,100,8,Passive,64.58333333333333,65,51.666666666666664,66.66666666666667,75,50,75,70,45,50,60,70,65,65,75,85,65,60,0,22.892591675976472,12.677313820927749,22.09287754221342,24.397501823713327,21.128856368212915,5 - 8 years,Sales,Team Member,"Boothwyn, PA",Generation Y (born between 1981 - 2000),Male
261,"Jul 13, 2020 2:42:17 PM","Jul 13, 2020 3:28:51 PM",75,75,100,75,75,75,75,75,75,75,75,75,50,75,75,25,50,75,50,75,75,75,75,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,10,Promoter,72.08333333333333,75,65,73.33333333333333,75,80,75,70,55,65,75,75,75,70,75,75,75,75,0,13.716559164530322,9.44911182523068,15.811388300841896,6.454972243679028,0,1 - 4 years,Human Resources,Leadership (Director and up),"Houston, TX",Generation X (born between 1966 - 1980),Female
263,"Jul 13, 2020 4:01:51 PM","Jul 13, 2020 4:13:23 PM",75,75,100,100,100,75,100,75,75,100,100,100,75,50,75,25,75,0,50,100,100,100,75,75,50,100,50,25,100,100,100,100,100,100,100,100,50,100,100,75,100,100,75,100,100,75,0,100,100,100,100,100,100,100,50,75,50,100,75,0,75,50,50,50,100,75,100,9,Promoter,80.41666666666667,85,68.33333333333333,93.33333333333333,75,90,85,80,50,80,75,100,85,95,75,90,60,65,0,29.049736810879406,15.811388300841896,33.363081963380395,14.840420992616592,35.35533905932738,5 - 8 years,Operations,Supervisor,"Lake Charles, LA",Generation Y (born between 1981 - 2000),Male
264,"Jul 13, 2020 4:13:57 PM","Jul 13, 2020 4:25:11 PM",75,75,100,100,100,75,100,75,75,100,100,100,75,50,75,25,75,0,50,100,100,100,75,75,50,100,50,25,100,100,100,100,100,100,100,100,50,100,100,75,100,100,75,100,100,75,0,100,100,100,100,100,100,100,50,75,50,100,75,0,75,50,50,50,100,75,100,9,Promoter,80.41666666666667,85,68.33333333333333,93.33333333333333,75,90,85,80,50,80,75,100,85,95,75,90,60,65,0,29.049736810879406,15.811388300841896,33.363081963380395,14.840420992616592,35.35533905932738,5 - 8 years,Operations,Supervisor,"Lake Charles, LA",Generation Y (born between 1981 - 2000),Male
266,"Jul 14, 2020 2:01:49 AM","Jul 14, 2020 2:33:06 AM",50,50,50,50,50,50,75,50,50,50,50,50,50,75,75,25,50,25,75,50,75,50,50,75,75,75,25,25,75,75,50,50,50,50,50,25,25,50,25,50,50,75,75,50,75,50,50,50,50,50,75,75,50,75,50,50,50,75,75,50,50,75,50,75,75,75,50,6,Detractor,54.583333333333336,55,55,50,58.333333333333336,50,55,60,45,65,55,50,35,65,50,65,60,65,0,16.838611822998484,10.350983390135314,21.547290184283366,16.366341767699428,12.198750911856663,1 - 4 years,Supply Chain,Team Member,Belgium,Generation Y (born between 1981 - 2000),Male
267,"Jul 14, 2020 2:19:48 AM","Jul 14, 2020 2:32:26 AM",50,50,50,50,50,75,75,25,25,50,50,50,25,75,50,25,75,25,50,100,25,50,25,50,50,50,25,0,50,75,75,75,75,75,75,25,50,50,75,25,75,100,75,25,75,0,25,100,100,100,100,100,100,100,100,50,25,100,50,50,75,50,50,100,100,50,100,7,Passive,57.916666666666664,50,45,63.333333333333336,73.33333333333333,50,50,50,55,40,40,75,45,70,65,100,55,75,0,28.31752667853624,16.366341767699428,25.354627641855497,22.886885410853175,35.939764421413045,1 - 4 years,Operations,Team Member,Belgium,Generation Y (born between 1981 - 2000),Male
